,city,REGION
15622,yeonil,ASIA
15623,ofunato,ASIA
15624,cativá,NORTH AMERICA
15625,bonifacio,ASIA
15626,paithan,ASIA
15627,manitowoc,NORTH AMERICA
15628,falls,NORTH AMERICA
15629,dāpoli,ASIA
15630,sabaneta,NORTH AMERICA
15631,cañete,SOUTH AMERICA
15632,kulittalai,ASIA
15633,gisborne,OCEANIA
15634,pasni,ASIA
15635,bayog,ASIA
15636,bāft,ASIA
15637,mogpog,ASIA
15638,santa maria,ASIA
15639,fairborn,NORTH AMERICA
15640,côte-saint-luc,NORTH AMERICA
15641,ankola,ASIA
15642,aïn taya,AFRICA
15643,lębork,EUROPE
15644,barugo,ASIA
15645,sadda,ASIA
15646,mcminnville,NORTH AMERICA
15647,brzeg,EUROPE
15648,tayshet,EUROPE
15649,ballesteros,ASIA
15650,ocuilan de arteaga,NORTH AMERICA
15651,shangzhen,ASIA
15652,bodocó,SOUTH AMERICA
15653,santa fe,ASIA
15654,lewiston,NORTH AMERICA
15655,curuzú cuatiá,SOUTH AMERICA
15656,gerāsh,ASIA
15657,nola,EUROPE
15658,formigine,EUROPE
15659,aloguinsan,ASIA
15660,meridian,NORTH AMERICA
15661,smolyan,EUROPE
15662,nishihara,ASIA
15663,schoten,EUROPE
15664,saparua,ASIA
15665,motosu,ASIA
15666,banes,NORTH AMERICA
15667,madakalavāripalli,ASIA
15668,canicattì,EUROPE
15669,belen,ASIA
15670,hatibanda,ASIA
15671,bela vista de goiás,SOUTH AMERICA
15672,zaidpur,ASIA
15673,sochaczew,EUROPE
15674,fort liberté,NORTH AMERICA
15675,exmouth,EUROPE
15676,ye,ASIA
15677,kalasin,ASIA
15678,gotō,ASIA
15679,north shields,EUROPE
15680,kuji,ASIA
15681,merauke,ASIA
15682,itaporanga d’ajuda,SOUTH AMERICA
15683,riccione marina,EUROPE
15684,paxtaobod,ASIA
15685,năvodari,EUROPE
15686,college park,NORTH AMERICA
15687,boyarka,EUROPE
15688,meppel,EUROPE
15689,villena,EUROPE
15690,schiltigheim,EUROPE
15691,valparaiso,NORTH AMERICA
15692,biwong,AFRICA
15693,santa ana nextlalpan,NORTH AMERICA
15694,goshen,NORTH AMERICA
15695,corsico,EUROPE
15696,cherchell,AFRICA
15697,tábor,EUROPE
15698,durazno,SOUTH AMERICA
15699,yihezhuang,ASIA
15700,kulp,ASIA
15701,houlong,ASIA
15702,são joaquim de bicas,SOUTH AMERICA
15703,viernheim,EUROPE
15704,kita chauhāttar,ASIA
15705,betafo,AFRICA
15706,garibaldi,SOUTH AMERICA
15707,pleasant hill,NORTH AMERICA
15708,derry,NORTH AMERICA
15709,biberach,EUROPE
15710,heunghae,ASIA
15711,korschenbroich,EUROPE
15712,phra phutthabat,ASIA
15713,same,AFRICA
15714,spanaway,NORTH AMERICA
15715,stow,NORTH AMERICA
15716,tandubas,ASIA
15717,degāna,ASIA
15718,bezons,EUROPE
15719,la blanca,NORTH AMERICA
15720,wavre,EUROPE
15721,bathurst,OCEANIA
15722,swakopmund,AFRICA
15723,isingiro,AFRICA
15724,sokol,EUROPE
15725,quilevo,AFRICA
15726,araçuaí,SOUTH AMERICA
15727,conegliano,EUROPE
15728,westmont,NORTH AMERICA
15729,nandaime,NORTH AMERICA
15730,licata,EUROPE
15731,são pedro,SOUTH AMERICA
15732,almendralejo,EUROPE
15733,shinjō,ASIA
15734,almeirim,SOUTH AMERICA
15735,kalarūch,ASIA
15736,santa rosa de lima,NORTH AMERICA
15737,trappes,EUROPE
15738,pinukpuk,ASIA
15739,upper merion,NORTH AMERICA
15740,buchanan,AFRICA
15741,nova cruz,SOUTH AMERICA
15742,lautaro,SOUTH AMERICA
15743,fusō,ASIA
15744,aiyappan kōvil,ASIA
15745,são desidério,SOUTH AMERICA
15746,třinec,EUROPE
15747,hitchin,EUROPE
15748,vedāranniyam,ASIA
15749,zhangzhengqiao,ASIA
15750,lixingcun,ASIA
15751,esposende,EUROPE
15752,pikesville,NORTH AMERICA
15753,new panamao,ASIA
15754,simunul,ASIA
15755,la huacana,NORTH AMERICA
15756,sibutu,ASIA
15757,baraidih,ASIA
15758,colinas do tocantins,SOUTH AMERICA
15759,atami,ASIA
15760,roi et,ASIA
15761,general nakar,ASIA
15762,douz,AFRICA
15763,santa maria,ASIA
15764,isfana,ASIA
15765,são sebastião,SOUTH AMERICA
15766,pangururan,ASIA
15767,úbeda,EUROPE
15768,badiadka,ASIA
15769,shāhīn dezh,ASIA
15770,toumoukro,AFRICA
15771,karoi,AFRICA
15772,south riding,NORTH AMERICA
15773,tōon,ASIA
15774,bintuni,ASIA
15775,san roque,EUROPE
15776,šid,EUROPE
15777,curaçá,SOUTH AMERICA
15778,kornwestheim,EUROPE
15779,orangeville,NORTH AMERICA
15780,cariari,NORTH AMERICA
15781,stuhr,EUROPE
15782,apodi,SOUTH AMERICA
15783,tiruvūr,ASIA
15784,datang,ASIA
15785,cooper city,NORTH AMERICA
15786,mosonmagyaróvár,EUROPE
15787,montgomery village,NORTH AMERICA
15788,znojmo,EUROPE
15789,bor,EUROPE
15790,dakota ridge,NORTH AMERICA
15791,lufkin,NORTH AMERICA
15792,talayan,ASIA
15793,sambir,EUROPE
15794,les mureaux,EUROPE
15795,tepeji del río de ocampo,NORTH AMERICA
15796,tobelo,ASIA
15797,vechta,EUROPE
15798,yasynuvata,EUROPE
15799,kozáni,EUROPE
15800,kokrajhar,ASIA
15801,risod,ASIA
15802,dimona,ASIA
15803,new city,NORTH AMERICA
15804,caldono,SOUTH AMERICA
15805,laoac east,ASIA
15806,takhemaret,AFRICA
15807,almora,ASIA
15808,brejo,SOUTH AMERICA
15809,san agustín,SOUTH AMERICA
15810,cristalina,SOUTH AMERICA
15811,shisō,ASIA
15812,balarāmpur,ASIA
15813,uonuma,ASIA
15814,cravinhos,SOUTH AMERICA
15815,gyapekurom,AFRICA
15816,fungurume,AFRICA
15817,guindulman,ASIA
15818,pingtang,ASIA
15819,diakon,AFRICA
15820,san dimas,NORTH AMERICA
15821,qingyang,ASIA
15822,leduc,NORTH AMERICA
15823,rainham,EUROPE
15824,san manuel,ASIA
15825,beaufort west,AFRICA
15826,lexington,NORTH AMERICA
15827,petrel,EUROPE
15828,honaz,ASIA
15829,titlāgarh,ASIA
15830,cantilan,ASIA
15831,wāris alīganj,ASIA
15832,eastchester,NORTH AMERICA
15833,gbarnga,AFRICA
15834,san remigio,ASIA
15835,podgórze,EUROPE
15836,lommel,EUROPE
15837,pagani,EUROPE
15838,crown point,NORTH AMERICA
15839,sint-pieters-leeuw,EUROPE
15840,arteijo,EUROPE
15841,westlake,NORTH AMERICA
15842,aldaya,EUROPE
15843,são domingos do maranhão,SOUTH AMERICA
15844,palapag,ASIA
15845,puqiancun,ASIA
15846,kearney,NORTH AMERICA
15847,jalajala,ASIA
15848,rūdarpur,ASIA
15849,mirnyy,EUROPE
15850,san juan nepomuceno,SOUTH AMERICA
15851,minamishiro,ASIA
15852,majagual,SOUTH AMERICA
15853,syracuse,NORTH AMERICA
15854,dīvāndarreh,ASIA
15855,quinchía,SOUTH AMERICA
15856,oneşti,EUROPE
15857,gibraltar,EUROPE
15858,eastpointe,NORTH AMERICA
15859,koryazhma,EUROPE
15860,vác,EUROPE
15861,zhegaozhen,ASIA
15862,tamra,ASIA
15863,ankazomiriotra,AFRICA
15864,maromandia,AFRICA
15865,mahasoabe,AFRICA
15866,lushoto,AFRICA
15867,uelzen,EUROPE
15868,nurlat,EUROPE
15869,letchworth,EUROPE
15870,kallidaikurichi,ASIA
15871,menen,EUROPE
15872,shariff aguak,ASIA
15873,san quintin,ASIA
15874,vassouras,SOUTH AMERICA
15875,city of orange,NORTH AMERICA
15876,angri,EUROPE
15877,peyziwat,ASIA
15878,milaor,ASIA
15879,kignan,AFRICA
15880,sharypovo,EUROPE
15881,cieszyn,EUROPE
15882,sibagat,ASIA
15883,acatlán de osorio,NORTH AMERICA
15884,lochem,EUROPE
15885,kakata,AFRICA
15886,likino-dulevo,EUROPE
15887,lanciano,EUROPE
15888,north providence,NORTH AMERICA
15889,annigeri,ASIA
15890,san josé poaquil,NORTH AMERICA
15891,san juan evangelista,NORTH AMERICA
15892,bassin bleu,NORTH AMERICA
15893,pulgaon,ASIA
15894,weatherford,NORTH AMERICA
15895,starokostiantyniv,EUROPE
15896,hemer,EUROPE
15897,oued el alleug,AFRICA
15898,billingham,EUROPE
15899,impfondo,AFRICA
15900,zhuqi,ASIA
15901,aznakayevo,EUROPE
15902,salt,EUROPE
15903,curralinho,SOUTH AMERICA
15904,initao,ASIA
15905,mulavūr,ASIA
15906,adrano,EUROPE
15907,lupi viejo,ASIA
15908,réo,AFRICA
15909,woodridge,NORTH AMERICA
15910,navan,EUROPE
15911,guying,ASIA
15912,timbío,SOUTH AMERICA
15913,zhaitangcun,ASIA
15914,toda bhīm,ASIA
15915,byādgi,ASIA
15916,itiúba,SOUTH AMERICA
15917,lianga,ASIA
15918,gubkinskiy,EUROPE
15919,tabango,ASIA
15920,desamparados,NORTH AMERICA
15921,petrovaradin,EUROPE
15922,palmeira,SOUTH AMERICA
15923,sneek,EUROPE
15924,são luís de montes belos,SOUTH AMERICA
15925,selmane,AFRICA
15926,chaodongcun,ASIA
15927,nuoro,EUROPE
15928,baclaran,ASIA
15929,kingman,NORTH AMERICA
15930,rheinfelden (baden),EUROPE
15931,beni tamou,AFRICA
15932,oeiras do pará,SOUTH AMERICA
15933,leawood,NORTH AMERICA
15934,dao,ASIA
15935,camiri,SOUTH AMERICA
15936,camiri,SOUTH AMERICA
15937,bell ville,SOUTH AMERICA
15938,golungo alto,AFRICA
15939,jasło,EUROPE
15940,cibolo,NORTH AMERICA
15941,san martín sacatepéquez,NORTH AMERICA
15942,strumica,EUROPE
15943,deer park,NORTH AMERICA
15944,harima,ASIA
15945,waikabubak,ASIA
15946,ijsselstein,EUROPE
15947,parras de la fuente,NORTH AMERICA
15948,tobias fornier,ASIA
15949,buxin,ASIA
15950,san antonio de los baños,NORTH AMERICA
15951,bad nauheim,EUROPE
15952,río verde arriba,NORTH AMERICA
15953,radebeul,EUROPE
15954,inhambupe,SOUTH AMERICA
15955,newbury,EUROPE
15956,kadungapuram,ASIA
15957,somoto,NORTH AMERICA
15958,naguilian,ASIA
15959,xinzhancun,ASIA
15960,crema,EUROPE
15961,beni slimane,AFRICA
15962,ghazaouet,AFRICA
15963,englewood,NORTH AMERICA
15964,braço do norte,SOUTH AMERICA
15965,bangaon,ASIA
15966,nejapa,NORTH AMERICA
15967,walla walla,NORTH AMERICA
15968,puerto rico,SOUTH AMERICA
15969,carmel,NORTH AMERICA
15970,aranda de duero,EUROPE
15971,narsīpatnam,ASIA
15972,zhmerynka,EUROPE
15973,nautanwa,ASIA
15974,catmon,ASIA
15975,várzea da palma,SOUTH AMERICA
15976,tekes,ASIA
15977,mankoeng,AFRICA
15978,zacatlán,NORTH AMERICA
15979,kadingilan,ASIA
15980,saint george’s,NORTH AMERICA
15981,ojiya,ASIA
15982,el ksar,AFRICA
15983,jaguaribe,SOUTH AMERICA
15984,chilecito,SOUTH AMERICA
15985,kovin,EUROPE
15986,kaippakanchēri,ASIA
15987,capoocan,ASIA
15988,āzezo,AFRICA
15989,karaağaç,ASIA
15990,léo,AFRICA
15991,zapotiltic,NORTH AMERICA
15992,midsalip,ASIA
15993,grodzisk mazowiecki,EUROPE
15994,vemalwāda,ASIA
15995,dupnitsa,EUROPE
15996,statesboro,NORTH AMERICA
15997,xiaotangzhuang,ASIA
15998,irvine,EUROPE
15999,roldanillo,SOUTH AMERICA
16000,somma vesuviana,EUROPE
16001,landi kotal,ASIA
16002,palmerston,OCEANIA
16003,tlanchinol,NORTH AMERICA
16004,kasba,ASIA
16005,datu paglas,ASIA
16006,kohtla-järve,EUROPE
16007,anserma,SOUTH AMERICA
16008,pierrefitte-sur-seine,EUROPE
16009,mella,NORTH AMERICA
16010,moose jaw,NORTH AMERICA
16011,batobato,ASIA
16012,penha,SOUTH AMERICA
16013,villa riva,NORTH AMERICA
16014,totana,EUROPE
16015,san antero,SOUTH AMERICA
16016,ylöjärvi,EUROPE
16017,bārhadashi̇̄,ASIA
16018,ōno,ASIA
16019,florida,SOUTH AMERICA
16020,uniondale,NORTH AMERICA
16021,lianmuqin kancun,ASIA
16022,schwedt (oder),EUROPE
16023,demnat,AFRICA
16024,chumphon,ASIA
16025,alabaster,NORTH AMERICA
16026,cranberry,NORTH AMERICA
16027,kennesaw,NORTH AMERICA
16028,macuro,SOUTH AMERICA
16029,houilles,EUROPE
16030,gadsden,NORTH AMERICA
16031,forchheim,EUROPE
16032,chascomús,SOUTH AMERICA
16033,‘ajab shīr,ASIA
16034,hampden,NORTH AMERICA
16035,kangasala,EUROPE
16036,binche,EUROPE
16037,baldwin,NORTH AMERICA
16038,harker heights,NORTH AMERICA
16039,morro do chapéu,SOUTH AMERICA
16040,batouri,AFRICA
16041,koh kong,ASIA
16042,atiquizaya,NORTH AMERICA
16043,masiu,ASIA
16044,sapa sapa,ASIA
16045,côtes de fer,NORTH AMERICA
16046,elmina,AFRICA
16047,dāganbhuiya,ASIA
16048,iriba,AFRICA
16049,qadsayyā,ASIA
16050,pitanga,SOUTH AMERICA
16051,maassluis,EUROPE
16052,konakovo,EUROPE
16053,aleshtar,ASIA
16054,zile,ASIA
16055,mount lebanon,NORTH AMERICA
16056,mercedes,SOUTH AMERICA
16057,bagh,ASIA
16058,winsford,EUROPE
16059,chāvakkād,ASIA
16060,ixtapan de la sal,NORTH AMERICA
16061,aweil,AFRICA
16062,port moody,NORTH AMERICA
16063,cabarroguis,ASIA
16064,acornhoek,AFRICA
16065,ayorou,AFRICA
16066,columbio,ASIA
16067,manganam,ASIA
16068,saint helier,EUROPE
16069,slantsy,EUROPE
16070,sidi okba,AFRICA
16071,comé,AFRICA
16072,ribeirão,SOUTH AMERICA
16073,san vicente,ASIA
16074,gorizia,EUROPE
16075,leticia,SOUTH AMERICA
16076,niangoloko,AFRICA
16077,bacarra,ASIA
16078,kamenka,EUROPE
16079,corinto,SOUTH AMERICA
16080,chempalli,ASIA
16081,nelson,EUROPE
16082,pointe-claire,NORTH AMERICA
16083,batan,ASIA
16084,warminster,NORTH AMERICA
16085,castro-urdiales,EUROPE
16086,fraiburgo,SOUTH AMERICA
16087,silistra,EUROPE
16088,neuchâtel,EUROPE
16089,ben ahmed,AFRICA
16090,şarköy,ASIA
16091,radnor,NORTH AMERICA
16092,olkusz,EUROPE
16093,dhekiajuli,ASIA
16094,coxim,SOUTH AMERICA
16095,badr,AFRICA
16096,ronda,EUROPE
16097,goldsboro,NORTH AMERICA
16098,chimbarongo,SOUTH AMERICA
16099,bolvadin,ASIA
16100,mangalam,ASIA
16101,kamiimaizumi,ASIA
16102,voznesensk,EUROPE
16103,poço redondo,SOUTH AMERICA
16104,çukurçayır,ASIA
16105,sabanagrande,SOUTH AMERICA
16106,santa ana,SOUTH AMERICA
16107,monteiro,SOUTH AMERICA
16108,vettam,ASIA
16109,paidha,AFRICA
16110,madhubani,ASIA
16111,angamāli,ASIA
16112,orodara,AFRICA
16113,getafe,ASIA
16114,feldkirch,EUROPE
16115,darsi,ASIA
16116,castro,SOUTH AMERICA
16117,sirīpur,ASIA
16118,mỹ hòa,ASIA
16119,orillia,NORTH AMERICA
16120,kaçanik,EUROPE
16121,ban pak phun,ASIA
16122,ken caryl,NORTH AMERICA
16123,butajīra,AFRICA
16124,date,ASIA
16125,geraardsbergen,EUROPE
16126,manlius,NORTH AMERICA
16127,santiago juxtlahuaca,NORTH AMERICA
16128,oğuzeli,ASIA
16129,paso de ovejas,NORTH AMERICA
16130,kong,AFRICA
16131,riachão do jacuípe,SOUTH AMERICA
16132,asakuchi,ASIA
16133,namhkam,ASIA
16134,madikeri,ASIA
16135,oulad hammou,AFRICA
16136,banate,ASIA
16137,tulum,NORTH AMERICA
16138,kondapalle,ASIA
16139,gölbaşı,ASIA
16140,landskrona,EUROPE
16141,iperó,SOUTH AMERICA
16142,petersburg,NORTH AMERICA
16143,jülich,EUROPE
16144,uttaradit,ASIA
16145,loughton,EUROPE
16146,bafang,AFRICA
16147,vintar,ASIA
16148,an’gang,ASIA
16149,dursunbey,ASIA
16150,shirakawa-tsuda,ASIA
16151,shiroishi,ASIA
16152,puyo,SOUTH AMERICA
16153,batcha,AFRICA
16154,taishi,ASIA
16155,boujad,AFRICA
16156,al mindak,ASIA
16157,montluçon,EUROPE
16158,argyroúpoli,EUROPE
16159,bāmaur,ASIA
16160,amparafaravola,AFRICA
16161,ziniaré,AFRICA
16162,dupax del norte,ASIA
16163,estreito,SOUTH AMERICA
16164,churi,ASIA
16165,kidamangalam,ASIA
16166,joão câmara,SOUTH AMERICA
16167,mohnyin,ASIA
16168,beidou,ASIA
16169,obukhiv,EUROPE
16170,shanawān,AFRICA
16171,huntington station,NORTH AMERICA
16172,gillette,NORTH AMERICA
16173,nowy targ,EUROPE
16174,hisuā,ASIA
16175,oława,EUROPE
16176,didouche mourad,AFRICA
16177,muconda,AFRICA
16178,calpulalpan,NORTH AMERICA
16179,lower makefield,NORTH AMERICA
16180,zamānia,ASIA
16181,mengdan,ASIA
16182,mažeikiai,EUROPE
16183,xincheng,ASIA
16184,salāya,ASIA
16185,la mesa,SOUTH AMERICA
16186,barguna,ASIA
16187,capim grosso,SOUTH AMERICA
16188,stratford,NORTH AMERICA
16189,kampong speu,ASIA
16190,kolín,EUROPE
16191,kavundappādi,ASIA
16192,pivijay,SOUTH AMERICA
16193,ceres,AFRICA
16194,bragado,SOUTH AMERICA
16195,ālamat’ā,AFRICA
16196,geiro,AFRICA
16197,chester,NORTH AMERICA
16198,gotse delchev,EUROPE
16199,guarambaré,SOUTH AMERICA
16200,kyrenia,ASIA
16201,kartārpur,ASIA
16202,manghit,ASIA
16203,borne,ASIA
16204,epe,EUROPE
16205,huyton,EUROPE
16206,khvāf,ASIA
16207,katiéna,AFRICA
16208,agüimes,EUROPE
16209,pandami,ASIA
16210,gulkevichi,EUROPE
16211,nevers,EUROPE
16212,eirunepé,SOUTH AMERICA
16213,puerto cumarebo,SOUTH AMERICA
16214,partizansk,EUROPE
16215,marignane,EUROPE
16216,west little river,NORTH AMERICA
16217,shamsābād,ASIA
16218,şereflikoçhisar,ASIA
16219,romans-sur-isère,EUROPE
16220,baocheng,ASIA
16221,palmeira das missões,SOUTH AMERICA
16222,dipaculao,ASIA
16223,abingdon,EUROPE
16224,shikārpūr,ASIA
16225,helena,NORTH AMERICA
16226,korsakov,EUROPE
16227,pánuco,NORTH AMERICA
16228,kusapín,NORTH AMERICA
16229,minamikyūshū,ASIA
16230,umaria,ASIA
16231,trowbridge,EUROPE
16232,bugembe,AFRICA
16233,knokke-heist,EUROPE
16234,aosta,EUROPE
16235,chernushka,EUROPE
16236,shima,ASIA
16237,ross,NORTH AMERICA
16238,tekkebhāgam,ASIA
16239,el arrouch,AFRICA
16240,chanderi,ASIA
16241,calape,ASIA
16242,níjar,EUROPE
16243,bethel park,NORTH AMERICA
16244,franklin,NORTH AMERICA
16245,bungoōno,ASIA
16246,temascalapa,NORTH AMERICA
16247,mushie,AFRICA
16248,kamaishi,ASIA
16249,timimoun,AFRICA
16250,kareli,ASIA
16251,castelfranco emilia,EUROPE
16252,lampertheim,EUROPE
16253,tutin,EUROPE
16254,taiobeiras,SOUTH AMERICA
16255,‘aïn el hadjel,AFRICA
16256,san luis,NORTH AMERICA
16257,didy,AFRICA
16258,wakabadai,ASIA
16259,touros,SOUTH AMERICA
16260,valuyki,EUROPE
16261,puebloviejo,SOUTH AMERICA
16262,dalnegorsk,EUROPE
16263,las mercedes,SOUTH AMERICA
16264,luboń,EUROPE
16265,jishi,ASIA
16266,martinez,NORTH AMERICA
16267,east lake,NORTH AMERICA
16268,shingū,ASIA
16269,hāngal,ASIA
16270,ksebia,AFRICA
16271,xinbu,ASIA
16272,osvaldo cruz,SOUTH AMERICA
16273,luxitun,ASIA
16274,garston,EUROPE
16275,ambodimanga ii,AFRICA
16276,vohitromby,AFRICA
16277,zumbo,AFRICA
16278,forbe oroya,SOUTH AMERICA
16279,gumdag,ASIA
16280,gyzylgaya,ASIA
16281,qorasuv,ASIA
16282,nogent-sur-marne,EUROPE
16283,villafranca di verona,EUROPE
16284,hinda,AFRICA
16285,spring valley,NORTH AMERICA
16286,příbram,EUROPE
16287,turkauliyā,ASIA
16288,cottonwood heights,NORTH AMERICA
16289,clarence,NORTH AMERICA
16290,boxtel,EUROPE
16291,pôrto união,SOUTH AMERICA
16292,andradas,SOUTH AMERICA
16293,taguasco,NORTH AMERICA
16294,são paulo de olivença,SOUTH AMERICA
16295,cleburne,NORTH AMERICA
16296,foster city,NORTH AMERICA
16297,achim,EUROPE
16298,herrenberg,EUROPE
16299,shalingzicun,ASIA
16300,asse,EUROPE
16301,bembe,AFRICA
16302,dellys,AFRICA
16303,örnsköldsvik,EUROPE
16304,itamarandiba,SOUTH AMERICA
16305,salina,NORTH AMERICA
16306,djenné,AFRICA
16307,rencun,ASIA
16308,dehlorān,ASIA
16309,dara,AFRICA
16310,musikoṭ-khalaṅgā,ASIA
16311,carapeguá,SOUTH AMERICA
16312,biritiba-mirim,SOUTH AMERICA
16313,castelfranco veneto,EUROPE
16314,saint-georges,NORTH AMERICA
16315,araban,ASIA
16316,dumalinao,ASIA
16317,elesvaram,ASIA
16318,yamanashi,ASIA
16319,canyon lake,NORTH AMERICA
16320,massango,AFRICA
16321,aravan,ASIA
16322,sherwood,NORTH AMERICA
16323,baraguá,NORTH AMERICA
16324,saintard,NORTH AMERICA
16325,fatehpur sīkri,ASIA
16326,escuque,SOUTH AMERICA
16327,fort erie,NORTH AMERICA
16328,patrātu,ASIA
16329,moninnpébougou,AFRICA
16330,clearfield,NORTH AMERICA
16331,dana point,NORTH AMERICA
16332,sānchor,ASIA
16333,delbrück,EUROPE
16334,aksay,ASIA
16335,dar bel hamri,AFRICA
16336,pantelimon,EUROPE
16337,oued zenati,AFRICA
16338,kifrī,ASIA
16339,rochester,NORTH AMERICA
16340,tawsalun,ASIA
16341,glendale heights,NORTH AMERICA
16342,kaysville,NORTH AMERICA
16343,lohagaon,ASIA
16344,lohogaon,ASIA
16345,sō,ASIA
16346,watari,ASIA
16347,falmouth,NORTH AMERICA
16348,ōdachō-ōda,ASIA
16349,villanueva,NORTH AMERICA
16350,sanana,ASIA
16351,san felipe,NORTH AMERICA
16352,bell,NORTH AMERICA
16353,kollo,AFRICA
16354,novodvinsk,EUROPE
16355,cheb,EUROPE
16356,andover,NORTH AMERICA
16357,carache,SOUTH AMERICA
16358,kakira,AFRICA
16359,gostivar,EUROPE
16360,umarkot,ASIA
16361,urbano santos,SOUTH AMERICA
16362,amés,EUROPE
16363,sertânia,SOUTH AMERICA
16364,brooklyn center,NORTH AMERICA
16365,pilar,SOUTH AMERICA
16366,ārumuganeri,ASIA
16367,igrejinha,SOUTH AMERICA
16368,tecuci,EUROPE
16369,baraawe,AFRICA
16370,teutônia,SOUTH AMERICA
16371,ticul,NORTH AMERICA
16372,sighetu marmaţiei,EUROPE
16373,buco zau,AFRICA
16374,desert hot springs,NORTH AMERICA
16375,parambil,ASIA
16376,bela cruz,SOUTH AMERICA
16377,rubino,AFRICA
16378,menlo park,NORTH AMERICA
16379,los gatos,NORTH AMERICA
16380,ubajara,SOUTH AMERICA
16381,geesthacht,EUROPE
16382,fürstenwalde,EUROPE
16383,bocas de satinga,SOUTH AMERICA
16384,baja,EUROPE
16385,udaipur,ASIA
16386,sayram,ASIA
16387,castelo,SOUTH AMERICA
16388,chand chaur,ASIA
16389,val-d’or,NORTH AMERICA
16390,saint-médard-en-jalles,EUROPE
16391,mankada,ASIA
16392,ingenio,EUROPE
16393,puerto escondido,SOUTH AMERICA
16394,balzar,SOUTH AMERICA
16395,barouéli,AFRICA
16396,st. charles,NORTH AMERICA
16397,kallūr,ASIA
16398,oshnavīyeh,ASIA
16399,sayula de alemán,NORTH AMERICA
16400,lasalle,NORTH AMERICA
16401,ivaiporã,SOUTH AMERICA
16402,gonglang,ASIA
16403,rodas,NORTH AMERICA
16404,warwick,EUROPE
16405,geraldton,OCEANIA
16406,pasadena,NORTH AMERICA
16407,ansongo,AFRICA
16408,vadavalli,ASIA
16409,savage,NORTH AMERICA
16410,jaguarari,SOUTH AMERICA
16411,tskhinvali,ASIA
16412,yufu,ASIA
16413,lens,EUROPE
16414,lathrop,NORTH AMERICA
16415,debagrām,ASIA
16416,sidi smai’il,AFRICA
16417,goleta,NORTH AMERICA
16418,silvia,SOUTH AMERICA
16419,cota,SOUTH AMERICA
16420,nānjikkottai,ASIA
16421,arcos,SOUTH AMERICA
16422,são joão batista,SOUTH AMERICA
16423,xiaodian,ASIA
16424,vargem grande paulista,SOUTH AMERICA
16425,vilakkudi,ASIA
16426,yuzhne,EUROPE
16427,zhanjia,ASIA
16428,iława,EUROPE
16429,itaíba,SOUTH AMERICA
16430,city bell,SOUTH AMERICA
16431,jamikunta,ASIA
16432,krabi,ASIA
16433,san sebastián de mariquita,SOUTH AMERICA
16434,earley,EUROPE
16435,tārānagar,ASIA
16436,putla villa de guerrero,NORTH AMERICA
16437,el difícil,SOUTH AMERICA
16438,belhi,ASIA
16439,ventspils,EUROPE
16440,frederico westphalen,SOUTH AMERICA
16441,dartmouth,NORTH AMERICA
16442,mechraa bel ksiri,AFRICA
16443,san lazzaro di savena,EUROPE
16444,aïn el bya,AFRICA
16445,bozdoğan,ASIA
16446,xinyuan,ASIA
16447,arris,AFRICA
16448,mayantoc,ASIA
16449,kraśnik,EUROPE
16450,motherwell,EUROPE
16451,mashiki,ASIA
16452,matalom,ASIA
16453,diplahan,ASIA
16454,businga,AFRICA
16455,shamsābād,ASIA
16456,inzá,SOUTH AMERICA
16457,isser,AFRICA
16458,lichfield,EUROPE
16459,radolfzell am bodensee,EUROPE
16460,erraguntla,ASIA
16461,balindong,ASIA
16462,shimanto,ASIA
16463,aïn bessem,AFRICA
16464,aïn smara,AFRICA
16465,villiers-sur-marne,EUROPE
16466,mateur,AFRICA
16467,des moines,NORTH AMERICA
16468,garner,NORTH AMERICA
16469,chēmanchēri,ASIA
16470,badoc,ASIA
16471,gödöllő,EUROPE
16472,hani,ASIA
16473,i-n-salah,AFRICA
16474,madira,ASIA
16475,caçapava do sul,SOUTH AMERICA
16476,dolores,ASIA
16477,lobougoula,AFRICA
16478,minamisatsuma,ASIA
16479,garfield,NORTH AMERICA
16480,burgess hill,EUROPE
16481,mānwat,ASIA
16482,shiyeli,ASIA
16483,shahrābād,ASIA
16484,pombal,SOUTH AMERICA
16485,baiyan,ASIA
16486,boryslav,EUROPE
16487,yinchengpu,ASIA
16488,ourilândia do norte,SOUTH AMERICA
16489,nueva italia de ruiz,NORTH AMERICA
16490,fallbrook,NORTH AMERICA
16491,sotouboua,AFRICA
16492,fucheng,ASIA
16493,lower macungie,NORTH AMERICA
16494,sukhoy log,EUROPE
16495,staryy beyneu,ASIA
16496,virei,AFRICA
16497,chemmaruthi,ASIA
16498,turaiyūr,ASIA
16499,sendawar,ASIA
16500,deurne,EUROPE
16501,nouna,AFRICA
16502,abbiategrasso,EUROPE
16503,omaezaki,ASIA
16504,dioungani,AFRICA
16505,vrilíssia,EUROPE
16506,sosnogorsk,EUROPE
16507,bussum,EUROPE
16508,sındırgı,ASIA
16509,sitges,EUROPE
16510,nedroma,AFRICA
16511,razgrad,EUROPE
16512,kamen’-na-obi,EUROPE
16513,ketti,ASIA
16514,kameda-honchō,ASIA
16515,dumfries,EUROPE
16516,pires do rio,SOUTH AMERICA
16517,oisterwijk,EUROPE
16518,chamtha,ASIA
16519,brighouse,EUROPE
16520,massantola,AFRICA
16521,dracut,NORTH AMERICA
